"inst_id","year","h","club","metric"
"I106980716",2015,1.30063114196146,"club1","n_publication"
"I106980716",2016,1.33895741580404,"club1","n_publication"
"I106980716",2017,1.38649332034626,"club1","n_publication"
"I106980716",2018,1.48930184539915,"club1","n_publication"
"I106980716",2019,1.37301196484381,"club1","n_publication"
"I106980716",2020,1.32483185636814,"club1","n_publication"
"I106980716",2021,1.24274272360924,"club1","n_publication"
"I106980716",2022,1.19385738846836,"club1","n_publication"
"I106980716",2023,1.16184843136303,"club1","n_publication"
"I106980716",2024,1.16057152220292,"club1","n_publication"
"I106980716",2025,1.19911800603585,"club1","n_publication"
"I107720978",2006,3.9611863329589,"club1","n_publication"
"I107720978",2007,3.89518621291603,"club1","n_publication"
"I107720978",2008,3.72545037094132,"club1","n_publication"
"I107720978",2009,3.6138537593245,"club1","n_publication"
"I107720978",2010,3.45740882820293,"club1","n_publication"
"I107720978",2011,3.27350099278663,"club1","n_publication"
"I107720978",2012,3.08867016610813,"club1","n_publication"
"I107720978",2013,2.91028449907555,"club1","n_publication"
"I107720978",2014,2.78209139289722,"club1","n_publication"
"I107720978",2015,2.7545470583072,"club1","n_publication"
"I107720978",2016,2.66805059343245,"club1","n_publication"
"I107720978",2017,2.58451201729864,"club1","n_publication"
"I107720978",2018,2.55259427765436,"club1","n_publication"
"I107720978",2019,2.42868276282909,"club1","n_publication"
"I107720978",2020,2.34260530280735,"club1","n_publication"
"I107720978",2021,2.2860731577623,"club1","n_publication"
"I107720978",2022,2.22396163966223,"club1","n_publication"
"I107720978",2023,2.18517143972063,"club1","n_publication"
"I107720978",2024,2.18253006781597,"club1","n_publication"
"I107720978",2025,1.99305503570253,"club1","n_publication"
"I108714496",2006,3.56823001096121,"club1","n_publication"
"I108714496",2007,3.54705324369401,"club1","n_publication"
"I108714496",2008,3.3964695021643,"club1","n_publication"
"I108714496",2009,3.31330887571362,"club1","n_publication"
"I108714496",2010,3.07017689433053,"club1","n_publication"
"I108714496",2011,3.02174947500003,"club1","n_publication"
"I108714496",2012,2.79423493970311,"club1","n_publication"
"I108714496",2013,2.66506318643032,"club1","n_publication"
"I108714496",2014,2.54307958172646,"club1","n_publication"
"I108714496",2015,2.52394151982374,"club1","n_publication"
"I108714496",2016,2.45471438420452,"club1","n_publication"
"I108714496",2017,2.35422426971049,"club1","n_publication"
"I108714496",2018,2.26509840299166,"club1","n_publication"
"I108714496",2019,2.14090496153011,"club1","n_publication"
"I108714496",2020,2.02140142136471,"club1","n_publication"
"I108714496",2021,1.96416093670551,"club1","n_publication"
"I108714496",2022,1.91153788319841,"club1","n_publication"
"I108714496",2023,1.85577772313044,"club1","n_publication"
"I108714496",2024,1.82220096119995,"club1","n_publication"
"I108714496",2025,1.67206270601116,"club1","n_publication"
"I108754898",2006,3.13541557439071,"club1","n_publication"
"I108754898",2007,3.05966165198409,"club1","n_publication"
