name,wikidata_qid,founded_year,status,age_group
Tangaza University,Q136524138,NA,done,NA
Tansian University,Q16953056,2009,done,1990_2009
Tanta University,Q2917699,1972,done,1960_1989
Tanzania Agriculture Research Institute,Q138460470,2016,done,post_2010
Tanzania Commission for Universities,Q16953067,2005,done,1990_2009
Tanzania Institute of Education (TIE),NA,NA,done,NA
Taraba State College of Health Technology Takum,Q138460420,1991,done,1990_2009
Taraba State University,Q7685179,2008,done,1990_2009
Team University,Q85805400,2010,done,post_2010
Technical University of Angola,Q7692307,2007,done,1990_2009
Technical University of Kenya,Q7692311,1961,done,1960_1989
Technical University of Mombasa,Q7692314,2013,done,post_2010
Tengeru Institute of Community Development,Q138655091,1963,done,1960_1989
Teofilo Kisanji University,Q13122812,2006,done,1990_2009
Testament Theological Seminary,Q133811827,2022,done,post_2010
The Catholic University of Malawi,NA,NA,done,NA
"The Federal Polytechnic, Ado-Ekiti",NA,NA,done,NA
The Future University,Q3013290,1991,done,1990_2009
The Gambia College,Q1492903,NA,done,NA
The Higher Institute of Applied Arts Fifth settlement,Q138655168,2005,done,1990_2009
The Higher Institute of Engineering Technologies Benghazi,Q138655036,2013,done,post_2010
The Higher School of Management and Digital Economy,NA,NA,done,NA
The Independent Institute of Education,Q24233955,2005,done,1990_2009
The Kenya Education Management Institute,Q139771606,1986,done,1960_1989
The Knowledge Hub Universities,Q135983382,2019,done,post_2010
The Nigerian Baptist Theological Seminary,NA,NA,done,NA
The Polytechnic Ibadan,NA,NA,done,NA
The University Centre for Studies in Namibia,Q17512879,1978,done,1960_1989
The University of Dodoma,Q693769,2007,done,1990_2009
Thebes Academy,Q6888547,1993,done,1990_2009
Time Université,Q30294265,2002,done,1990_2009
Tissemsilt University,Q30294271,2005,done,1990_2009
Tom Mboya University College,Q114385531,2016,done,post_2010
Trinity University,Q1311379,1869,done,pre_1960
Tshwane University of Technology,Q1147874,2004,done,1990_2009
Tumaini University,Q2459595,1997,done,1990_2009
Tunis El Manar University,Q3551684,1987,done,1960_1989
Tunis University,Q3551686,1960,done,1960_1989
Tunisia Polytechnic School,Q3578304,1991,done,1990_2009
Tunisia Private University,Q3551799,1992,done,1990_2009
Uganda Christian University,Q2473859,1997,done,1990_2009
Uganda Episcopal Conference,Q3667995,NA,done,NA
Uganda Institute of Information & Communications Technology,Q30287770,NA,done,NA
Uganda Management Institute,Q7877608,1968,done,1960_1989
Uganda Martyrs University,Q7877609,1993,done,1990_2009
Uganda Pentecostal University,Q7877620,2005,done,1990_2009
Uganda Petroleum Institute,Q6405976,2009,done,1990_2009
Uganda Technology and Management University,Q18394920,2012,done,post_2010
Umaru Musa Yar'adua University,Q16259637,2006,done,1990_2009
Umma University,Q29467429,2013,done,post_2010
UniMAC-GIJ,NA,NA,done,NA
United African University of Tanzania,Q16902333,2012,done,post_2010
United Methodist University,Q16902330,1998,done,1990_2009
United States International University Africa,Q19720584,1969,done,1960_1989
Unity University College,NA,NA,done,NA
Unité de Recherche en Génie des Procédés et en Génie de l’Environnement,Q135095637,2014,done,post_2010
Universiapolis - Université Internationale d'Agadir,Q30294303,NA,done,NA
Universidade Aberta ISCED,Q100955845,NA,done,NA
Universidade Colinas de Boé,Q1654102,2003,done,1990_2009
Universidade Gregório Semedo,Q30294279,2003,done,1990_2009
Universidade Independente de Angola,Q10387842,2004,done,1990_2009
Universidade Jean Piaget de Moçambique,Q30294224,NA,done,NA
Universidade José Eduardo dos Santos,Q18467828,1974,done,1960_1989
Universidade Katyavala Bwila,Q18467831,2009,done,1990_2009
Universidade Kimpa Vita,Q18467838,2009,done,1990_2009
Universidade Lusíada de Angola,Q50362987,1999,done,1990_2009
Universidade Lusófona da Guiné,Q30294233,NA,done,NA
Universidade Mandume Ya Ndemufayo,Q18467847,1974,done,1960_1989
Universidade Politecnica,Q30266472,NA,done,NA
Universidade Rainha Njinga a Mbande,NA,NA,done,NA
Universidade São Tomás de Moçambique,Q30294227,NA,done,NA
Universidade Técnica de Moçambique,Q30294228,2002,done,1990_2009
Universidade Zambeze,Q18467864,2007,done,1990_2009
Universidade de Belas,Q30930983,2007,done,1990_2009
Universidade de São Tomé e Príncipe,Q6041504,2014,done,post_2010
Universidade Óscar Ribas,Q30294282,2007,done,1990_2009
Universite Adventiste de Lukanga,Q30294222,NA,done,NA
Universite des Sciences Appliquée et Management,Q19600073,2003,done,1990_2009
University Center of Barika,Q133812232,2011,done,post_2010
University Center of Illizi,Q133811530,2015,done,post_2010
University Centre of Maghnia,Q124691781,2016,done,post_2010
University College of Agriculture and Environmental Studies,Q7894642,1963,done,1960_1989
University College of Aviation and Technology,Q30294270,NA,done,NA
University College of Management Studies,Q2495782,1974,done,1960_1989
University College of Technology,Q30294315,NA,done,NA
University Elmergib,Q25893967,1991,done,1990_2009
University Ferhat Abbas of Setif,NA,NA,done,NA
University Frères Mentouri Constantine 1,NA,NA,done,NA
University Mohamed Boudiaf of M'sila,Q16511684,1985,done,1960_1989
University Mohamed El Bachir El Ibrahimi of Bordj Bou Arreridj,NA,NA,done,NA
University Yahia Fares of Medea,NA,NA,done,NA
University for Development Studies,Q1766573,1992,done,1990_2009
University of Abou Bekr Belkaïd,Q3551363,1989,done,1960_1989
University of Abuja,Q3509297,1988,done,1960_1989
University of Africa,Q30294319,NA,done,NA
University of Africa Toru-Orua,NA,NA,done,NA
"University of Agriculture and Environmental Sciences, Umuagwo",Q123422183,2019,done,post_2010
University of Ajdabiya,NA,NA,done,NA
University of Algiers 3,Q29896977,2009,done,1990_2009
University of Algiers Benyoucef Benkhedda,NA,NA,done,NA
University of Antananarivo,Q1443595,1961,done,1960_1989
University of Applied Management,Q1280712,2004,done,1990_2009
University of Arusha,Q7895088,2006,done,1990_2009
University of Asmara,Q1707483,1958,done,pre_1960
University of Bagamoyo,Q16902371,2010,done,post_2010
University of Bahr El-Ghazal,Q7895105,1991,done,1990_2009
University of Bahri,Q20411213,2011,done,post_2010
University of Bakhtalruda,Q7895104,1990,done,1990_2009
University of Bamako,Q1442778,1996,done,1990_2009
University of Bamenda,Q17028026,2011,done,post_2010
University of Bandundu,Q3551565,2004,done,1990_2009
University of Bangui,Q1638914,1969,done,1960_1989
University of Batna 1,NA,NA,done,NA
University of Bechar,Q7895149,1986,done,1960_1989
University of Benghazi,Q3134657,1955,done,pre_1960
University of Benin,Q1816069,1970,done,1960_1989
University of Biskra,Q12204532,1998,done,1990_2009
University of Blida,Q787656,1977,done,1960_1989
University of Botswana,Q493141,1982,done,1960_1989
University of Bouira,Q3551448,2005,done,1990_2009
University of Boumerdes,Q27961625,1998,done,1990_2009
University of Buea,Q652308,1992,done,1990_2009
University of Béjaïa,Q1117434,1983,done,1960_1989
University of Calabar,Q3509289,1975,done,1960_1989
University of Cape Coast,Q746079,1962,done,1960_1989
University of Cape Town,Q951305,1829,done,pre_1960
University of Cape Verde,Q1707609,2006,done,1990_2009
University of Carthage,Q852223,1988,done,1960_1989
University of Constantine 3,Q55721694,2011,done,post_2010
University of Cross River State,Q13140622,2002,done,1990_2009
University of Dar es Salaam,Q557597,1970,done,1960_1989
University of Derna,Q125496368,1994,done,1990_2009
University of Djibouti,Q3551582,2006,done,1990_2009
University of Dongola,Q7895343,1991,done,1990_2009
University of Douala,Q916350,1993,done,1990_2009
"University of Eastern Africa, Baraton",Q662087,1980,done,1960_1989
University of Education and Entrepreneurship,Q137943949,2024,done,post_2010
"University of Education, Winneba",Q1557172,1992,done,1990_2009
University of El Imam El Mahdi,Q5351420,1994,done,1990_2009
University of Eldoret,Q7895375,2013,done,post_2010
University of Eloued,NA,NA,done,NA
University of Embu,Q24236250,2011,done,post_2010
University of Energy and Natural Resources,Q7894844,2012,done,post_2010
University of Eswatini,Q1570483,1964,done,1960_1989
University of Fort Hare,Q2005511,1916,done,pre_1960
University of Gabès,Q649578,2003,done,1990_2009
University of Gafsa,Q3551586,2004,done,1990_2009
University of Garden City,Q16839639,2015,done,post_2010
University of Gedo,Q7895443,2008,done,1990_2009
University of Gezira,Q7896681,1975,done,1960_1989
University of Ghana,Q2303765,1948,done,pre_1960
University of Ghardaia,Q12204512,2004,done,1990_2009
University of Gharyan,Q12204414,1991,done,1990_2009
University of Global Health Equity,Q28035081,2015,done,post_2010
University of Goma,Q3551591,1993,done,1990_2009
University of Gondar,Q2690553,1954,done,pre_1960
University of Guelma,Q7896816,1986,done,1960_1989
University of Hargeisa,Q3357563,2000,done,1990_2009
University of Hassan II Casablanca,Q82826,1975,done,1960_1989
University of Health Sciences,Q19612850,2015,done,post_2010
University of Health and Allied Sciences,Q16734216,2012,done,post_2010
University of Ibadan,Q1169487,1948,done,pre_1960
University of Ilesa,Q121207292,2022,done,post_2010
University of Ilorin,Q7895546,1975,done,1960_1989
University of Jendouba,Q3551596,2003,done,1990_2009
University of Jijel,Q3551600,2003,done,1990_2009
University of Johannesburg,Q1972050,2005,done,1990_2009
University of Jos,Q1412551,1975,done,1960_1989
University of Juba,Q1231063,1977,done,1960_1989
University of Kabianga,Q15036648,2013,done,post_2010
University of Kairouan,Q3551602,2004,done,1990_2009
University of Kalemie,Q3551601,2004,done,1990_2009
University of Kamina,Q3551603,1955,done,pre_1960
University of Kara,Q1661751,1951,done,pre_1960
University of Khartoum,Q656871,1902,done,pre_1960
University of Kigali,Q48773691,2013,done,post_2010
University of Kikwit,Q3551607,1992,done,1990_2009
University of Kindu,Q3551608,2004,done,1990_2009
University of Kinshasa,Q774520,1954,done,pre_1960
University of Kisubi,Q24958519,2004,done,1990_2009
University of Kivu,Q30265872,2008,done,1990_2009
University of Kolwezi,Q3551611,2004,done,1990_2009
University of Kordofan,Q7895609,1990,done,1990_2009
University of Koudougou,Q3551610,2005,done,1990_2009
University of KwaZulu-Natal,Q727516,2004,done,1990_2009
University of Laghouat,Q7895618,1986,done,1960_1989
University of Lagos,Q1782980,1962,done,1960_1989
University of Lay Adventists of Kigali,Q28448235,1997,done,1990_2009
University of Liberia,Q3044628,1862,done,pre_1960
University of Limpopo,Q45612,2005,done,1990_2009
University of Livingstonia,Q30294288,2003,done,1990_2009
University of Lomé,Q3551618,1965,done,1960_1989
University of Lubumbashi,Q1588869,1955,done,pre_1960
University of Lusaka,Q7895649,1999,done,1990_2009
University of Maiduguri,Q3509668,1975,done,1960_1989
University of Makeni,Q7895660,2005,done,1990_2009
University of Malawi,Q671642,1964,done,1960_1989
University of Management and Technology,Q7895663,1990,done,1990_2009
University of Maroua,Q3551626,2008,done,1990_2009
University of Mauritius,Q1097479,1965,done,1960_1989
University of Mbandaka,Q3551627,2004,done,1990_2009
University of Mbuji Mayi,Q3551625,2004,done,1990_2009
"University of Media, Arts and Communication",Q5555358,1959,done,pre_1960
University of Medical Sciences and Technology,Q7895723,1996,done,1990_2009
University of Military Science and Technology,Q7895784,2007,done,1990_2009
University of Mines and Technology,Q2495871,2001,done,1990_2009
University of Mkar,Q7895846,2005,done,1990_2009
University of Monastir,Q3551637,2004,done,1990_2009
University of Mpumalanga,Q14979352,NA,done,NA
University of N'Djamena,Q1678185,1971,done,1960_1989
University of Nairobi,Q649998,1956,done,pre_1960
University of Namibia,Q220226,1992,done,1990_2009
University of Ngaoundéré,Q3551655,1982,done,1960_1989
University of Ngozi,Q3551654,1999,done,1990_2009
University of Nigeria,Q927304,1955,done,pre_1960
University of Nyala,Q7070817,1994,done,1990_2009
University of Ouargla,Q613937,1988,done,1960_1989
University of Port Harcourt,Q5103051,1975,done,1960_1989
University of Pretoria,Q604444,1908,done,pre_1960
University of Professional Studies,Q16734218,1965,done,1960_1989
University of Reunion Island,NA,NA,done,NA
University of Rwanda,Q19888178,2013,done,post_2010
University of Sadat City,Q12204536,2013,done,post_2010
University of Science and Technology Omdurman,NA,NA,done,NA
University of Science and Technology of Benin,Q3011789,1996,done,1990_2009
University of Science and Technology of Ivory Coast,Q3011661,2009,done,1990_2009
University of Science and Technology of Togo,Q3011796,2012,done,post_2010
University of Sciences and Technology Houari Boumediene,NA,NA,done,NA
University of Seychelles,Q7896291,2009,done,1990_2009
University of Sfax,Q540341,1986,done,1960_1989
University of Sierra Leone,Q15045868,1972,done,1960_1989
University of Skikda,Q7896309,2001,done,1990_2009
University of Somalia,Q3551671,2005,done,1990_2009
University of Sousse,Q3551673,1986,done,1960_1989
University of South Africa,Q677993,1873,done,pre_1960
University of Southern Somalia,Q3538324,2007,done,1990_2009
University of Tamanghasset,Q30294264,2004,done,1990_2009
University of Technology,Q1371037,NA,done,NA
"University of Technology, Mauritius",Q1097363,2000,done,1990_2009
University of Timbuktu,Q7896465,NA,done,NA
University of Toamasina,Q1443900,1988,done,1960_1989
University of Toliara,Q18380163,1971,done,1960_1989
University of Tripoli,Q2529518,1957,done,pre_1960
University of Tripoli Al-ahlia,Q12204504,1999,done,1990_2009
University of Uyo,Q7896523,1991,done,1990_2009
University of Venda,Q892543,1982,done,1960_1989
University of Zalingei,Q16121271,1994,done,1990_2009
University of Zambia,Q2096836,1965,done,1960_1989
University of Zimbabwe,Q581954,1952,done,pre_1960
University of Zululand,Q2496192,1959,done,pre_1960
University of al-Qarawiyyin,Q378014,859,done,pre_1960
University of the Free State,Q1678733,1904,done,pre_1960
University of the Gambia,Q597030,1999,done,1990_2009
University of the Holy Quran and Islamic Sciences,Q7896706,1990,done,1990_2009
University of the Sacred Heart Gulu,Q48741701,2016,done,post_2010
University of the Western Cape,Q475700,1959,done,pre_1960
University of the Witwatersrand,Q534643,1896,done,pre_1960
Université Abdou Moumouni,Q308329,1971,done,1960_1989
Université Adam Barka d'Abéché,Q3551366,2003,done,1990_2009
Université Adventiste de Goma,Q3551509,NA,done,NA
Université Africaine de Développement Coopératif,Q100955838,1967,done,1960_1989
Université Africaine de Technologie et de Management,Q25377774,1997,done,1990_2009
Université Alassane Ouattara,Q3551369,1992,done,1990_2009
Université Alioune Diop de Bambey,Q3551371,2007,done,1990_2009
Université Amadou Hampaté Ba,Q3551372,2006,done,1990_2009
Université Amadou Mahtar Mbow,Q105475483,2012,done,post_2010
Université André Salifou,Q3551691,2010,done,post_2010
Université Arabe des Sciences,Q30294267,1993,done,1990_2009
Université Aube Nouvelle,Q100452197,1992,done,1990_2009
Université Cardinal Malula,Q3551523,1984,done,1960_1989
Université Catholique de Bukavu,Q1667045,1989,done,1960_1989
Université Catholique de l'Afrique de l'Ouest - Unité Universitaire de Bobo Dioulasso,Q100452187,2000,done,1990_2009
Université Catholique du Congo,Q3551525,1957,done,pre_1960
Université Centrale de Tunis,Q3551531,2001,done,1990_2009
Université Constantine 2,Q19600070,2011,done,post_2010
Université Dakar-Bourguiba,Q3551395,1995,done,1990_2009
Université Djibo Hamani,Q3551676,2010,done,post_2010
Université Djilali Bounaama Khemis Miliana,Q30294234,2001,done,1990_2009
Université Djilali de Sidi Bel Abbès,NA,NA,done,NA
Université Euro-Afrique,Q30266542,2009,done,1990_2009
Université Evangélique en Afrique,Q3551863,1991,done,1990_2009
Université Félix Houphouët-Boigny,Q1583390,1959,done,pre_1960
Université Gaston Berger,Q3551411,1990,done,1990_2009
Université Général Lansana Conté,Q3551412,2005,done,1990_2009
Université Hassan 1er,Q2405067,1997,done,1990_2009
Université Hassan II Mohammedia,Q3551413,1984,done,1960_1989
Université IBN Khaldoun Tiaret,Q30294268,1980,done,1960_1989
Université Ibn Khaldoun,Q30294268,1980,done,1960_1989
Université Ibn Zohr,Q3551418,1989,done,1960_1989
Université Ibn-Tofail,Q3551417,1989,done,1960_1989
Université Internationale de Casablanca,Q16682080,2010,done,post_2010
Université Internationale de Tunis,Q3551783,2002,done,1990_2009
Université Jean Lorougnon Guédé,Q18413711,1996,done,1990_2009
Université Joseph Ki-Zerbo,Q1076606,1974,done,1960_1989
Université Kofi Annan de Guinée,Q3551423,1999,done,1990_2009
Université Larbi Tébessi,Q30294266,2009,done,1990_2009
Université Libre de Kinshasa,Q3551791,1988,done,1960_1989
Université Libre de Luozi,Q3551792,1997,done,1990_2009
Université Libre du Burkina,Q100452190,2002,done,1990_2009
Université Libre du Congo,Q21531083,1963,done,1960_1989
Université Mohammed VI Polytechnique,Q61931430,2017,done,post_2010
Université Mohammed VI des Sciences et de la Santé,NA,NA,done,NA
Université Montplaisir Tunis,Q30294292,1993,done,1990_2009
Université Moulay Ismail de Meknes,Q3551453,1989,done,1960_1989
Université Mustapha Stambouli de Mascara,Q30294244,1986,done,1960_1989
Université Méditerranéenne Libre de Tunis,Q30294258,2004,done,1990_2009
Université Nangui Abrogoua,Q3551460,1996,done,1990_2009
Université Nationale d'Agriculture,Q30266928,2012,done,post_2010
Université Nouveaux Horizons,NA,NA,done,NA
Université Officielle de Bukavu,Q3551813,2010,done,post_2010
Université Officielle de Ruwenzori,Q100989286,NA,done,NA
Université Oran 1 Ahmed Ben Bella,NA,NA,done,NA
Université Ouaga II,Q3551467,2007,done,1990_2009
Université Pelefero Gon Coulibaly,Q97041892,2012,done,post_2010
Université Polytechnique Intégrée,Q100523631,2017,done,post_2010
Université Polytechnique de Gitega,Q100523654,2014,done,post_2010
Université Privée d'Enseignement Supérieur El Amel,Q30294253,NA,done,NA
Université Privée de Fès,Q16511695,2006,done,1990_2009
Université Privée de Ouagadougou,Q100452196,2010,done,post_2010
Université Privée du Sud,Q30294262,1993,done,1990_2009
Université Professionnelle d'Afrique,Q3551833,2002,done,1990_2009
Université Protestante au Congo,Q3551836,1959,done,pre_1960
Université Protestante d'Afrique Centrale,Q30294354,1962,done,1960_1989
Université Protestante d'Afrique de l'Ouest,Q30294309,2003,done,1990_2009
Université Protestante de Lubumbashi,Q3551479,2002,done,1990_2009
Université Président Joseph Kasa-Vubu,NA,NA,done,NA
Université Pédagogique Nationale,Q3551480,1961,done,1960_1989
Université Shalom de Bunia,Q30266544,1961,done,1960_1989
Université Simon Kimbangu,Q3551670,1994,done,1990_2009
Université Sultan Moulay Slimane,Q3551494,2007,done,1990_2009
Université Tertiaire et Technologique-Lokko,Q97041891,2007,done,1990_2009
Université Tunis Carthage,NA,NA,done,NA
Université Virtuelle de Côte d'Ivoire,Q28381317,2015,done,post_2010
Université William Booth,Q21083970,1996,done,1990_2009
Université d'Abomey-Calavi,Q6979225,1970,done,1960_1989
Université d'Agriculture de Kétou,Q30266928,2012,done,post_2010
Université d'Oran 2,Q30267130,1961,done,1960_1989
Université de Bertoua,Q124835913,2022,done,post_2010
Université de Bondoukou,Q122811289,2023,done,post_2010
Université de Cepromad,NA,NA,done,NA
Université de Denis Sassou N'guesso,NA,NA,done,NA
Université de Diffa,Q21634352,2014,done,post_2010
Université de Dschang,Q3551583,1993,done,1990_2009
Université de Dédougou,Q79396645,2011,done,post_2010
Université de Fianarantsoa,Q20669871,1992,done,1990_2009
Université de Garoua,Q115681308,2022,done,post_2010
Université de Kisangani,Q780301,1963,done,1960_1989
Université de Mahajanga,Q3551622,1983,done,1960_1989
Université de Maradi,Q3551623,2008,done,1990_2009
Université de Mostaganem,Q3551640,1969,done,1960_1989
Université de Moundou,Q3551638,2002,done,1990_2009
Université de Notre-Dame du Kasai,Q3551656,2010,done,post_2010
Université de Nouakchott,Q55402201,2016,done,post_2010
Université de Parakou,Q3551659,2001,done,1990_2009
Université de Saida Dr.Moulay Tahar,NA,NA,done,NA
Université de Sarh,Q3551669,2010,done,post_2010
Université de Thiès,Q3551680,2007,done,1990_2009
Université de Yaoundé I,Q3551692,1993,done,1990_2009
Université de ain Témouchent,NA,NA,done,NA
Université de l'Assomption au Congo,Q97955848,1982,done,1960_1989
Université de l'Uélé,Q1690564,1998,done,1990_2009
Université de la Formation Continue (UFC),NA,NA,done,NA
Université des Grands Lacs,Q30294313,2000,done,1990_2009
Université des Lettres et des Sciences Humaines de Bamako,Q3551732,2011,done,post_2010
Université des Montagnes,Q3551728,2000,done,1990_2009
Université des Sciences Juridiques et Politiques de Bamako,Q3551742,2011,done,post_2010
Université des Sciences de la Santé,Q61932853,2002,done,1990_2009
Université des Sciences et Techniques de Masuku,Q3551737,1986,done,1960_1989
Université des Sciences et de Technologie d'Ati,Q3551736,2008,done,1990_2009
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,NA,NA,done,NA
"Université des Sciences, de Technologie et de Médecine",Q30260802,1981,done,1960_1989
"Université des Sciences, des Techniques et des Technologies de Bamako",Q3551733,2011,done,post_2010
Université du Burundi,Q719925,1964,done,1960_1989
Université du Faso,Q100452185,2015,done,post_2010
Université du Lac Tanganyika,Q3551752,1999,done,1990_2009
Université du Sahel,Q3551765,1998,done,1990_2009
Université du Sine Saloum El-Hâdj Ibrahima NIASS,NA,NA,done,NA
Université d’Antsiranana,Q3551462,1976,done,1960_1989
Université d’Ébolowa,Q114388486,2022,done,post_2010
Université libre des Pays des Grands Lacs,Q3551796,1991,done,1990_2009
Upper Nile University,Q2915589,1991,done,1990_2009
Usmanu Danfodiyo University,Q7902729,1975,done,1960_1989
Uzima University College,Q30266548,NA,done,NA
Vaal University of Technology,Q2399345,1966,done,1960_1989
Valley View University,Q2509370,1979,done,1960_1989
Venite University,Q138302440,2022,done,post_2010
Veritas University,Q7921393,2002,done,1990_2009
Victoria University,Q180514,1916,done,pre_1960
Virtual University of Tunis,Q3551862,2002,done,1990_2009
Virtual University of Uganda,Q104480456,2010,done,post_2010
Wad Medani Ahlia University,Q7958917,1992,done,1990_2009
Wadi Alshatti University,Q133811534,2022,done,post_2010
Walter Sisulu University,Q248919,2005,done,1990_2009
"Water Institute, Tanzania",Q136663858,1974,done,1960_1989
Webster University Ghana,Q16733317,2013,done,post_2010
Wellspring University,Q23058508,2009,done,1990_2009
Wesley University,Q7984021,2007,done,1990_2009
West Africa Vocational Education,Q61934161,2013,done,post_2010
West African College of Physicians,Q30263973,1976,done,1960_1989
West Kordofan University,Q7896602,1990,done,1990_2009
West Midlands Open University,Q129285335,2023,done,post_2010
Western Delta University,Q7987775,2007,done,1990_2009
Wigwe University,Q133499828,2023,done,post_2010
William V. S. Tubman University,Q1528161,1978,done,1960_1989
Wisconsin International University College,Q126463,2000,done,1990_2009
Wolaita Sodo University,Q42272504,2007,done,1990_2009
Woldia University,Q75022460,2011,done,post_2010
Wolkite University,Q30266555,2011,done,post_2010
Wollega University,Q8030333,2007,done,1990_2009
Wollo University,Q30263976,2007,done,1990_2009
Women's University in Africa,Q8031096,2002,done,1990_2009
Yaba College of Technology,Q8046341,1947,done,pre_1960
Yanet Health College,Q108737169,2000,done,1990_2009
Yobe State University,Q4986806,2006,done,1990_2009
Youcef El Khatib University of Health Sciences,Q138859818,2024,done,post_2010
Zagazig University,Q1078474,1974,done,1960_1989
Zambia Catholic University,Q8065671,2008,done,1990_2009
Zambia Centre for Accountancy Studies,Q30294320,NA,done,NA
Zambia Forestry College,Q145501,1949,done,pre_1960
Zambian Open University,Q8065704,2002,done,1990_2009
Zanzibar School of Health,Q61932022,2011,done,post_2010
Zanzibar University,Q8066311,2002,done,1990_2009
Zenith University College,Q8069126,2001,done,1990_2009
Zetech University,Q101110419,2014,done,post_2010
Zewail City of Science and Technology,Q21062258,2012,done,post_2010
Ziane Achour University of Djelfa,Q12204494,1990,done,1990_2009
Ziguinchor University,Q3551694,2007,done,1990_2009
Zimbabwe Ezekiel Guti University,Q20981320,2012,done,post_2010
Zimbabwe Ezekiel Guti University Press,Q135739926,2012,done,post_2010
Zimbabwe National Defence University,Q131877682,2021,done,post_2010
Zimbabwe Open University,Q8072005,1999,done,1990_2009
Zimbabwe University Libraries Consortium,Q117447595,2001,done,1990_2009
Zintan University,Q102347732,2017,done,post_2010
École Africaine de la Météorologie et de l'Aviation Civile,Q3577712,1963,done,1960_1989
École Africaine des Métiers de l'Architecture et de l'Urbanisme,Q3577713,1976,done,1960_1989
École Inter-États des Sciences et Médecine Vétérinaires de Dakar,Q3578018,1968,done,1960_1989
École Marocaine de Banque et de Commerce International,Q30294380,NA,done,NA
École Marocaine des Sciences de l'Ingénieur,Q3578037,1986,done,1960_1989
École Nationale Polytechnique d'Oran,Q3578283,1970,done,1960_1989
École Nationale Supérieure Agronomique,Q3578169,1842,done,pre_1960
École Nationale Supérieure Maritime,Q3578264,1571,done,pre_1960
École Nationale Supérieure Polytechnique de Yaoundé,Q3578265,1971,done,1960_1989
École Nationale Supérieure d'Agriculture,Q3578173,1871,done,pre_1960
École Nationale Supérieure d'Hydraulique,Q30261759,1972,done,1960_1989
École Nationale Supérieure d'Informatique,Q3578200,NA,done,NA
École Nationale Supérieure de Journalisme et des Sciences de l’Information,Q130533312,NA,done,NA
École Nationale Supérieure de Statistique et d'Économie Appliquée,Q3578236,1982,done,1960_1989
École Nationale Supérieure de Technologie,Q30294181,NA,done,NA
École Nationale Supérieure de l'Administration,Q30294393,2015,done,post_2010
École Nationale d'Administration,Q273579,1945,done,pre_1960
École Nationale d'Administration de Madagascar,Q30294281,NA,done,NA
École Nationale d'Administration et de Magistrature,Q25396762,1959,done,pre_1960
École Nationale d'Agriculture de Meknès,Q3578072,1942,done,pre_1960
École Nationale d'Ingénieurs de Gabès,Q3578091,1975,done,1960_1989
École Nationale de Commerce et de Gestion de Tanger,Q3578118,1995,done,1990_2009
École Nationale de Management et de l'Administration de la Santé,Q108793462,1989,done,1960_1989
École Normale Supérieure,Q83259,1794,done,pre_1960
École Normale Supérieure - Marrakech,Q30294334,1979,done,1960_1989
École Normale Supérieure Casablanca,Q30294340,NA,done,NA
École Normale Supérieure d'Abidjan,Q3578282,1964,done,1960_1989
École Normale Supérieure de Bou Saada,Q135095589,2015,done,post_2010
École Normale Supérieure de Bouzareah Alger,Q30294190,NA,done,NA
École Normale Supérieure de Constantine,Q30294221,1981,done,1960_1989
École Normale Supérieure de Fès,Q138460594,1987,done,1960_1989
École Normale Supérieure de Kouba,Q30294239,NA,done,NA
École Normale Supérieure de Mostaganem,Q138859585,2014,done,post_2010
École Normale Supérieure de Nouakchott,Q3578286,NA,done,NA
École Normale Supérieure de Saida,Q139771324,2023,done,post_2010
École Normale Supérieure de Sétif,Q137795907,2015,done,post_2010
École Normale Supérieure de Tétouan,Q30294187,NA,done,NA
École Normale Supérieure de l'Enseignement Technique de Mohammedia,Q30294357,NA,done,NA
École Normale d'Administration,Q100523642,2007,done,1990_2009
École Polytechnique d'Architecture et d'Urbanisme,Q27962871,1970,done,1960_1989
École Polytechnique de Thiès,Q3577690,1973,done,1960_1989
École Polyvalente Supérieure d'Informatique et d'Électronique,Q30294397,1989,done,1960_1989
École Royale Navale,Q30294360,NA,done,NA
École Royale de l'Air de Marrakech,Q3578342,1970,done,1960_1989
École Régionale Supérieure de la Magistrature (ERSUMA) de l’OHADA,Q137943579,1998,done,1990_2009
École Supérieure Algérienne des Affaires,Q3578371,2004,done,1990_2009
École Supérieure Internationale de Gestion,Q30294377,1985,done,1960_1989
École Supérieure Multinationale des Télécommunications,Q5333198,1981,done,1960_1989
École Supérieure Polytechnique d'Antsiranana,Q100956312,1976,done,1960_1989
École Supérieure Privée d'Ingénierie et de Technologies,Q20751518,2003,done,1990_2009
École Supérieure Vinci,Q30294405,NA,done,NA
École Supérieure d'Architecture d'Intérieur,Q30294398,NA,done,NA
École Supérieure d'Informatique Appliquée,Q30294364,NA,done,NA
École Supérieure d'Informatique Appliquée à la Gestion,NA,NA,done,NA
École Supérieure d'Informatique et de Management des Affaires,Q30294392,NA,done,NA
École Supérieure de Banque,Q30294195,NA,done,NA
École Supérieure de Commerce,Q30294196,NA,done,NA
École Supérieure de Communication et de Publicité,Q30294368,NA,done,NA
École Supérieure de Design et des Arts Visuels,Q30294370,NA,done,NA
École Supérieure de Gestion,Q3578447,1985,done,1960_1989
École Supérieure de Gestion et des Sciences de l'Informatique,Q30294400,NA,done,NA
École Supérieure de Génie Civil Véréchaguine AK,Q100552857,1998,done,1990_2009
École Supérieure de Management,Q30294373,NA,done,NA
