inst_id,year,n_works,n_international_any,international_share_any,n_inter_african,inter_african_share,n_extra_african,extra_african_share
I4210136036,2010,0,0,NA,0,NA,0,NA
I4210136036,2011,0,0,NA,0,NA,0,NA
I4210136036,2012,0,0,NA,0,NA,0,NA
I4210136036,2013,0,0,NA,0,NA,0,NA
I4210136036,2014,0,0,NA,0,NA,0,NA
I4210136036,2015,0,0,NA,0,NA,0,NA
I4210136036,2016,0,0,NA,0,NA,0,NA
I4210136036,2017,0,0,NA,0,NA,0,NA
I4210136036,2018,0,0,NA,0,NA,0,NA
I4210136036,2019,0,0,NA,0,NA,0,NA
I4210136036,2020,0,0,NA,0,NA,0,NA
I4210136036,2021,0,0,NA,0,NA,0,NA
I4210136036,2022,0,0,NA,0,NA,0,NA
I4210136036,2023,0,0,NA,0,NA,0,NA
I4210136036,2024,0,0,NA,0,NA,0,NA
I4210136036,2025,0,0,NA,0,NA,0,NA
I4405258526,2006,0,0,NA,0,NA,0,NA
I4405258526,2007,0,0,NA,0,NA,0,NA
I4405258526,2008,0,0,NA,0,NA,0,NA
I4405258526,2009,0,0,NA,0,NA,0,NA
I4405258526,2010,0,0,NA,0,NA,0,NA
I4405258526,2011,0,0,NA,0,NA,0,NA
I4405258526,2012,0,0,NA,0,NA,0,NA
I4405258526,2013,0,0,NA,0,NA,0,NA
I4405258526,2014,0,0,NA,0,NA,0,NA
I4405258526,2015,0,0,NA,0,NA,0,NA
I4405258526,2016,0,0,NA,0,NA,0,NA
I4405258526,2017,0,0,NA,0,NA,0,NA
I4405258526,2018,0,0,NA,0,NA,0,NA
I4405258526,2019,0,0,NA,0,NA,0,NA
I4405258526,2020,0,0,NA,0,NA,0,NA
I4405258526,2021,0,0,NA,0,NA,0,NA
I4405258526,2022,0,0,NA,0,NA,0,NA
I4405258526,2023,0,0,NA,0,NA,0,NA
I4405258526,2024,0,0,NA,0,NA,0,NA
I4405258526,2025,0,0,NA,0,NA,0,NA
I4210153503,2006,0,0,NA,0,NA,0,NA
I4210153503,2007,0,0,NA,0,NA,0,NA
I4210153503,2008,0,0,NA,0,NA,0,NA
I4210153503,2009,0,0,NA,0,NA,0,NA
I4210153503,2010,0,0,NA,0,NA,0,NA
I4210153503,2011,0,0,NA,0,NA,0,NA
I4210153503,2012,0,0,NA,0,NA,0,NA
I4210153503,2013,0,0,NA,0,NA,0,NA
I4210153503,2014,0,0,NA,0,NA,0,NA
I4210153503,2015,0,0,NA,0,NA,0,NA
I4210153503,2016,0,0,NA,0,NA,0,NA
I4210153503,2017,0,0,NA,0,NA,0,NA
I4210153503,2018,0,0,NA,0,NA,0,NA
I4210153503,2019,0,0,NA,0,NA,0,NA
I4210153503,2020,0,0,NA,0,NA,0,NA
I4210153503,2021,0,0,NA,0,NA,0,NA
I4210153503,2022,0,0,NA,0,NA,0,NA
I4210153503,2023,0,0,NA,0,NA,0,NA
I4210153503,2024,0,0,NA,0,NA,0,NA
I4210153503,2025,0,0,NA,0,NA,0,NA
I4210147335,2006,0,0,NA,0,NA,0,NA
I4210147335,2007,0,0,NA,0,NA,0,NA
I4210147335,2008,0,0,NA,0,NA,0,NA
I4210147335,2009,0,0,NA,0,NA,0,NA
I4210147335,2010,0,0,NA,0,NA,0,NA
I4210147335,2011,0,0,NA,0,NA,0,NA
I4210147335,2012,0,0,NA,0,NA,0,NA
I4210147335,2013,0,0,NA,0,NA,0,NA
I4210147335,2014,0,0,NA,0,NA,0,NA
I4210147335,2015,0,0,NA,0,NA,0,NA
